,questions,types
31188,What is Scott Hoch's to par?,0
31189,What place is Nolan Henke in?,0
31190,What is the vote total for elections after 2001 with 44.5% participation?,0
31191,What is the most league cup goals for David Beresford having less than 0 FA Cup Goals?,1
31192,What is the league goals when the league cup goals is less than 0 and 16 (1) league apps?,5
31193,"What is the league cup apps when the league goals are greater than 3, there are 30 (2) total apps, and has a position of mf?",0
31194,What is the FA Cup App for Squad Number 3 having fewer than 4 league goals?,0
31195,"What is the lowest FA cup with 1 league cup, less than 12 total and 1 premier league?",2
31196,"What is the highest league cup with more than 0 FA cups, a premier league less than 34 and a total of 11?",1
31197,"What is the average total of kenwyne jones, who has more than 10 premier leagues?",5
31198,"What is the highest league cup of danny collins, who has more than 1 premier league?",1
31199,Who had the high assists in the game less than 19?,0
31200,"Who had the high rebounds in Philips Arena 12,088?",0
31201,Who had the high points when the score was w 108–105 (ot)?,0
31202,What was the competition on 29 November 1997 that resulted in a draw?,0
31203,"What is the average Area (in km²), when Markatal is less than 0?",5
31204,"What is the highest Markatal, when Municipality is Leirvík, and when Inhabitants Per Km² is greater than 79?",1
31205,"What is the sum of Population, when Markatal is greater than 48, when Inhabitants Per Km² is greater than 24, and when Municipality is Runavík?",4
31206,"What is the sum of Markatal, when Inhabitants Per Km² is less than 13, and when Area (in Km²) is 27?",4
31207,"How many seasons have Losses larger than 1, and a Competition of fiba europe cup, and Wins smaller than 4?",3
31208,"How many Wins have Losses larger than 2, and an Against of 73.3?",4
31209,In what Year was the Game on September 26?,4
31210,What was the Loser of the Game with a Result of 35-27?,0
31211,In what Year was the Result of the game 16-14?,1
31212,What Year had a Result of 34-25?,5
31213,What is the Winner of the Game on November 26?,0
31214,"What was the 2012/13 result for the tournament that had a 2006/07 and 2007/08 finish of LQ, with the tournament not held in 2009/10?",0
31215,What was the 2006/07 finish for the tournament that had a 2009/10 finish of LQ and a 2010/11 finish of A?,0
31216,"What is the highest Position, when Pilot is ""Mario Kiessling""?",1
31217,"What is the average Position, when Speed is ""143.5km/h""?",5
31218,"What is Glider, when Speed is ""147.3km/h""?",0
31219,"What is Distance, when Pilot is ""Stanislaw Wujczak""?",0
31220,Who has a Jersey number of 31?,0
31221,What was the position in 1999?,0
31222,What is the name of the away team with a Tie no of 7?,0
31223,What is home team Chelsea's Tie no?,0
31224,What away team has a Tie no of 5?,0
31225,Can you tell me the Score that has the Player of raymond floyd?,0
31226,"Can you tell me the Player that has the Country of united states, and the Score of 77-72-72=221?",0
31227,"Can you tell me the Score that has the Country of united states, and the To par of 8?",0
31228,What was the time when his opponent was Cleber Luciano?,0
31229,What was the method in round 1 of the UFC 20 event?,0
31230,"What is Points, when Tries For is ""correct as of 00:00 11 June 2008""?",0
31231,"What is Try Bonus, when Lost is ""5"", and when Points is ""73""?",0
31232,"What is Points, when Played is ""20"", and when Club is ""Caldicot RFC""?",0
31233,"What is Points, when Drawn is ""1"", and when Lost is ""5""?",0
31234,"What is Lost, when Points For is ""257""?",0
31235,"What is Lost, when Losing Bonus is ""3"", and when Club is ""Bettws RFC""?",0
31236,What was the record when the visitor was Atlanta Hawks?,0
31237,Who was the visitor when the score was 136–120?,0
31238,Who was the home when the visitor was New York Knicks?,0
31239,When was the home Los Angeles Lakers?,0
31240,"Who was the visitor on december 15, 1976?",0
31241,"At Time Warner Cable Arena 12,096, what was the high points?",0
31242,On November 2 what was the record of the team?,0
31243,Average frequency with ERP W of 62?,5
31244,Total frequency with ERP W of 62?,3
31245,Frequency for kamy?,0
31246,What was the method of resolution when LaVerne Clark's record was 23-16-1?,0
31247,how many subdivisions have an English Name of jiyang?,3
31248,What is the Population of the subdivision with the English Name of nanbin farm?,2
31249,What is the Traditional when the Pinyin is hédōng qū?,0
31250,What is the Traditional for area 35?,0
31251,Which class has the verb meaning of to run?,0
31252,What is the entry for Part 1 for class 7d?,0
31253,What is the part 3 entry that has a part 4 entry of giboran?,0
31254,What is the part 2 entry for class 3a?,0
31255,What is the part 4 entry for class 7b?,0
31256,On what date was the result a draw?,0
31257,What is the score at the 2010 FIFA World Cup Qualification that results in a win?,0
31258,What is the Power (kW) for the station located in Cebu?,0
31259,What is the Power (kW) for the station with a frequency of 95.1mhz?,0
31260,What is the Callsign for the station with the branding 93dot5 home radio Cagayan De Oro?,0
31261,What is the frequency for the station with the branding of 94dot3 home radio Palawan?,0
31262,What is the Branding for the station located in Zamboanga?,0
31263,What is the Power (kW) for the station with the frequency of 98.7mhz?,0
31264,What is the medal total of Denmark?,3
31265,What is the record of the game with a game number greater than 24 on December 19?,0
31266,What is the record of game 26 with beno udrih (4) as the highest assists?,0
31267,What is the score of game 25?,0
31268,"WHAT IS THE DRAW FOR u ritmu ljubavi, POINTS LARGER THAN 87?",1
31269,WHAT IS THE DRAW FOR PERFORMER ANDREA CUBRIC?,0
31270,What is the game number when the record is 30-22?,5
31271,At what location was the score W 82-76?,0
31272,What was the record when the game was at the Rose Garden?,0
31273,What is the highest number of games with more than 0 draws and 11 losses?,1
31274,What is the 1994 finish in the event that had a 1998 finish of 2R?,0
31275,Which tournament had a 1994 finish of RR and 1996 and 1998 finishes of A?,0
31276,What is the 1994 finish associated with a 1995 finish of 3R and 1997 of QF?,0
31277,What is the 1999 finish for the tournament in Rome?,0
31278,What is the 1991 finish for the 1993 Grand Slams?,0
31279,"What was the playoff apps for Thomas Heary, that had the position df?",0
31280,"What's the lowest squad number with more than 6 goals, fewer than 8 league goals, and more than 0 playoff goals?",2
31281,"How many total goals did the squad with 2 playoff apps, 2 FA Cup Apps, and 0 League Cup goals get?",4
31282,Which title had rank 9?,0
31283,Which title placed in rank 7?,0
31284,shows for the artist Santana featuring the product g&b?,0
31285,What volume 3 weeks on top for Third Eye Blind?,0
31286,"What is the name of the artist of "" bang bang boom ""?",0
31287,What is the song name with a Volume:Issue was 70:8-9?,0
31288,"What was the music video that was from the album High Society, with a length of 3:50?",0
31289,Which music video was from the album Map of the Human Soul?,0
31290,What is the agg when team 2 was Cementarnica?,0
31291,"What are the total number of podiums for more than 4 laps, and less than 149 races?",3
31292,What was the score for the golfer from the country of fiji?,3
31293,What was the score of the golfer from the united states who had a To par of e?,4
31294,Which united states player finished with a place of t10?,0
31295,"What label uses the stereo LP for catalog scyl-934,623?",0
31296,On what date was the catalog cy-24623 for New Zealand?,0
31297,"On what date was the catalog scyl-934,623 for Australia?",0
31298,Which label has a catalog of y8hr 1006 in 1972?,0
31299,What catalog uses the stereo compact cassette format?,0
31300,What is the average game that has December 6 as the date?,5
31301,What is the average game that has December 17 as the date?,5
31302,"Can you tell me the average Total that had the Silver of 0, and the Rank of 6, and the Gold smaller than 0?",5
31303,"Can you tell me the highest Gold that has the Bronze larger than 3, and the Total smaller than 24?",1
31304,"Can you tell me the highest Gold that has the Bronze smaller than 1, and the Total larger than 4?",1
31305,"What is the number of nurses in the region with an HO : Population Ratio of 1:16,791?",5
31306,What is the number of physicians in the region with an all nurses number of 91?,2
31307,"What is Moving, when Type is ""Transfer"", and when Name is ""Andy Webster""?",0
31308,"What is Moving From, when Ends is before 2011?",0
31309,What was the category that sheridan smith was nominated for in 2011?,0
31310,"What ward was she nominated at for her work, Flare Path for the category of best featured actress in a play?",0
31311,What is the result for the nomination at the Laurence Olivier award in 2009 for best actress in a musical?,0
31312,What is the lowest attendance when the Atlanta Falcons were the opponent?,2
31313,What's the departed date for Grimsby Class Sloop?,0
31314,What's the departed date that the HMS Leith of the Royal Navy?,0
31315,What's the class of the HMS Fowey?,0
31316,What's the class of the HMS Heartsease?,0
31317,"Can you tell me the Record that has the Game larger than 15, and the Opponent of edmonton oilers?",0
31318,Can you tell me the Score that has the Date of 11/17/1979?,0
31319,Can you tell me the Opponent that has the Record of 7-7-1?,0
31320,Can you tell me the Score that has the Opponent of at edmonton oilers?,0
31321,Can you tell me the Date thay has the Reocrd of 9-10-2?,0
31322,What is the finishing position for the person who had a grid of 3?,0
31323,Which team had car number 15?,0
31324,What is the number of laps completed by the car in grid 10?,0
31325,Which driver earned 32 points from the Andretti Green team?,0
31326,What is the date for the 10b serial?,0
31327,"What team has less than 64 goals against, 101 goals for, and a Points 2 total of 63?",0
31328,What is the Points 2 average of teams that have played more than 46 games?,5
31329,What is the Mkhedruli symbol for the Asomtavruli ⴒ?,0
31330,What is the letter name for the Asomtavruli ⴙ?,0
31331,What is the Phoneme symbol for ⴥ in Nuskhuri?,0
31332,What is the Phoneme symbol for the letter name zɛn?,0
31333,What is teh Nuskhuri symbol for ⴋ in Asomtavruli?,0
31334,"What is the average value for Pick #, when Position is Linebacker, when Player is Bob Bruenig, and when Round is less than 3?",5
31335,"What is the sum of Pick #, when Position is Guard, and when Round is greater than 2?",4
31336,"What is the average Round, when Pick # is greater than 70, and when Position is Tackle?",5
31337,"What is the lowest Round, when Position is Linebacker, and when Player is Thomas Henderson?",2
31338,"What is the total number of Pick #, when College is Oklahoma, and when Round is less than 4?",3
31339,Which Team has a Head Coach of michalis pamboris?,0
31340,What is umbro's highest capacity?,1
31341,"Which Venue has a Kitmaker of lotto, and a Team of apoel?",0
31342,What is the drawn number when there are 58 tries?,0
31343,What is the played number when the tries against shows correct as of 18:13 26 May 2008?,0
31344,What is the drawn when there are 402 points?,0
31345,What is the try bonus when there are 492 points?,0
31346,What is the number of points against when the tries against was 53?,0
31347,What is the played number when the points against is 179?,0
31348,what total made has a percent made greater than 0.166 and a 3pm-a of 3-5,1
31349,what is the total made with a 3pm-a of 5-5 and a total attempted less than 14,4
31350,"what is the total series percent that has total attempted less than 49, and a percent made of 0.777",3
31351,what is the total attempted with a total made 16,3
31352,"What is the sum of District, when Took Office is greater than 1981, and when Senator is Cyndi Taylor Krier?",4
31353,"What is Party, when District is less than 10, when Took Office is less than 1991, and when Home Town is Mount Pleasant?",0
31354,"What is the lowest Took Office, when Senator is Eddie Bernice Johnson, and when District is greater than 23?",2
31355,In which period did Stanislav Chistov get a penalty?,0
31356,What was a penalty given for at time 29:17?,0
31357,What team was the player that received a penalty at time 32:17 playing for?,0
31358,"What team was Ryan Callahan, who received a penalty for roughing, playing for?",0
31359,Who was the head coach when the opponent was Arsenal?,0
31360,Who was the opponent when the head coach was B. Sathianathan?,0
31361,When was the opponent Arsenal?,0
31362,What was the result when the opponent was Arsenal?,0
31363,"What is the highest neutral losses of the institution with 0 neutral wins, 0 home losses, and less than 0 away losses?",1
31364,"What is the sum of the home wins of the Boston College Eagles, which has more than 6 wins?",4
31365,What is the highest number of home wins of the institution with 0 away losses and more than 6 wins?,1
31366,"What is the highest number of neutral losses of the Florida State Seminoles, which has less than 5 away losses?",1
31367,What is the highest number of wins of the institution with more than 0 neutral wins and less than 2 away wins?,1
31368,What is the Record when Evangelista Cyborg was the opponent?,0
31369,What is the Method for Brazil?,0
31370,What round was the method submission (punches)?,3
31371,What is the method when the record was 3-2?,0
31372,What is the method when the round shows 3?,0
31373,What was the run 3 for the team in rank 12?,0
31374,What was the run 3 for the team with a run 1 of 1:17.6?,0
31375,What was the rank of the team with a run 2 of 1:20.8 and a run 4 of 1:23.0?,0
31376,What was the run 1 for the team with a run 3 of 1:21.4 and a run 4 of 1:23.0?,0
31377,Which team had a run 4 of 1:24.4?,0
31378,What is the Attendance at the game against the Oakland Raiders?,0
31379,What was the Attendance in Week 10?,0
31380,Which Principal activities have an Incorporated in of france?,0
31381,"Which Type has an Incorporated in of netherlands, a Principal activities of airline, and a Company of transavia.com?",0
31382,Which Group's Equity Shareholding has a Company of epcor?,0
31383,"Which Incorporated in has a Group's Equity Shareholding of 100%, and a Principal activities of flight academy?",0
31384,Which Type has a Company of epcor?,0
31385,Which Type has a Principal activities of health services?,0
31386,What is the 2F of she khae?,0
31387,"If 2F is tumi khao, what is 3F?",0
31388,"For the verb dhoa, what is the 2VF?",0
31389,What is the name of the subject who ran in the general election for Queen Anne's County State's Attorney?,0
31390,Who was the writer of The Year of the Cat from the BBV?,0
31391,How many Goals For have Drawn of 10?,3
31392,"Which Lost has Drawn larger than 12, and Goals Against of 54?",1
31393,What is the record for the Superbrawl 21?,0
31394,"What location shows round was 1, and against Ricky Shivers?",0
31395,"What is the method for a match with a Round larger than 2, he took a loss, and 15–3 was the record?",0
31396,Which Position has a Pick of 11 (via calgary)?,0
31397,Which Round has a Pick of 25 (via hamilton)?,4
31398,"Which School/Club Team has a Round larger than 3, and a Player of sammy okpro?",0
31399,Which Round has a Player of sammy okpro?,5
31400,"Which Position has a Round of 4, and a School/Club Team of concordia?",0
31401,What is the Score of the game with a Record of 29–23–13?,0
31402,What is the Visitor of the game with a Record of 21–17–13?,0
31403,What is the Visitor of the game on December 25?,0
31404,What is the Date of the game with a Record of 8–10–6?,0
31405,What is the Date of the game with a Record of 1–2–4?,0
31406,What is the Date of the game with a Record of 27–21–13?,0
31407,"Which Year(s) won has a Total smaller than 292, and a Player of hale irwin?",0
31408,What is fuzzy zoeller's to par?,0
31409,What To par was won in 1982?,0
31410,What is curtis strange's to par?,0
31411,WHAT IS THE SCORE WITH A DATE OF NOVEMBER 18?,0
31412,WHAT IS THE VISITOR FOR FEBRUARY 9?,0
31413,What is the place of the player who scored less than 70?,0
31414,Which player was chosen by Saskatchewan in a pick larger than 38?,0
31415,"If the goals scored were below 6, 11 games were played, and there were 7 assists, what's the sum of points with games meeting these criteria?",4
31416,What's the highest amount of Games recorded that have more than 10 assists?,1
31417,"What is Updated In Past 30 Days, when Registration is ""Open to people 13 and over""?",0
31418,"What is Permanent Account, when Updated In Past 30 Days is 10324?",0
31419,"What is Userpics Free, when Registration is Open, when Yearly Cost For Paid Account is ""unknown"", and when Name is Kraslan?",0
31420,"What is Userpics Free, when Monthly Cost For Paid Account is ""unknown"", and when S Registered User is 2340?",0
31421,"What is Yearly Cost For Paid Account, when Montly Cost For Paid Account is 5 USD, and when Userpics Paid is 50?",0
31422,"What is the S Registered User, when Userpics Free is 6 [free] or 15 [plus]?",0
31423,"What is Venue, when Date is ""2003-08-13""?",0
31424,"What is Score, when Date is ""2000-05-23""?",0
31425,"What is Result, when Date is ""2000-05-23""?",0
31426,"What is Competition, when Date is ""1999-08-07""?",0
31427,"In what Week was Serena Williams 6–1, 6–7(7), 6–3 the Winner?",0
31428,"Who was the Finalist on a Hard Surface with Winner Serena Williams 6–1, 6–7(7), 6–3?",0
31429,In what Week is the Rome Tournament?,0
31430,Which regio has a label of zzt and a date of 27 september 2004?,0
31431,Which catalog has a date of 24 march 2006?,0
31432,Which format has a region of united kingdom?,0
31433,Which date has a region of united kingdom?,0
31434,Which regio has a date of 24 march 2006?,0
31435,What is the A330 for A310 B10?,0
31436,What is the A330 and the A310 wide?,0
31437,What model is the A310 of 1983?,0
31438,What name is in the number 2 spot when Ethan is in the number 6 spot and Mason is in the number 3 spot?,0
31439,In what region and year was Jacob the number 2 name and Ryan the number 10 name?,0
31440,"What name was number 7 when Mason was number 1, Owen was number 6, Jackson was number 9, and Logan was number 10?",0
31441,What name was in the number 4 spot when Aiden was number 7 and James was number 3?,0
31442,What is the positions of Damon Jones?,0
31443,for how many years did the player who graduated from stanford play for Grizzlies?,0
31444,Which school did Dahntay Jones graduate from?,0
31445,Which player gradyated from Florida State?,0
31446,What is the Playoffs MVP of the game with a Result of 4–1 with Champions Daejeon Hyundai Dynat?,0
31447,What is the Year of the game with Result of 4–3 and Champions of Daegu Tongyang Orions?,0
31448,What is the Runners-up of the game with a Result of 4–1 and Champions of Wonju Dongbu Promy?,0
31449,Where was the venue that Linfield was the opponent?,0
31450,Which scorer plays for Aldershot and has scored a total of 19 League goals?,0
31451,What is the highest number of League Cup goals that were scored by Hartlepool?,1
31452,When was the game at the North Shore Events Centre?,0
31453,What is the report corresponding to the game that had the Townsville Crocodiles as home team?,0
31454,When was the game that had Sydney Spirit as the away team?,0
31455,What was the box score for the game that had the Townsville Crocodiles as home team?,0
31456,What was the box score for the game that had the Cairns Taipans as home team?,0
31457,What's the lap number for time/retired of +33.912?,3
31458,Total laps for Shinya Nakano at smaller than 10 grids.,3
31459,What years were from Connecticut?,0
31460,Where is the position of sG from?,0
31461,Which player wears the number 2 on his jersey?,0
31462,What position is from Georgia Tech?,0
31463,What is the highest number of rebounds of the san antonio spurs?,0
31464,What was the score of game 4?,0
31465,What is the date of the game with a w 105-88 score?,0
31466,What is the game with the golden state warriors?,0
31467,What is the Pick # of the Player from Southern MIssissippi?,3
31468,In what Round was Derrick Franklin picked?,0
31469,In what Round does Duke have a Pick larger than 9?,3
31470,In what Round was Tommy Norman picked?,1
31471,What is the 2000 value if the 1998 value is 1.5?,0
31472,What is the 2004 value if the 1998 value is 35?,0
31473,What is the 1998 value if the 2000 value is 25?,0
31474,What is the 1998 value if the 2007 value is 8?,0
31475,What is the 2000 value if the 1998 value is 1.5?,0
31476,What is the 1998 value if the 2011 value is 30.4?,0
31477,What is the interface of the product xerox travel scanner 100?,0
31478,What is the pages per minute (color) of the machine that has a max page size of a4 and dimensions (mm) of 303 x 94 x 60?,0
31479,What club had Guus Hiddink as outgoing manager?,0
31480,When did Brendan Rodgers depart his position?,0
31481,On what date was Paulo Sousa appointed?,0
31482,"Who had the high rebounds, and how many did he have, for the game played on April 9?",0
31483,What date did a game have a time of 3:44?,0
31484,What was the attendance for the game after game 4?,0
31485,"WHAT IS THE TYPE OF LAND WITH A 2010 POPULATION GREATER THAN 2539, A RURAL AREA, AND A 2007 POPULATION OF 2572?",0
31486,"WHAT IS THE TYPE OF LAND WITH A 2007 POPULATION SMALLER THAN 4346, 2010 POPULATION LARGER THAN 3385, FROM BARANGAY OF MANALONGON?",0
31487,WHAT IS THE POPULATION OF 2007 WHEN 2010 POPULATION WAS SMALLER THAN 1282?,3
31488,What is the number of points when the played is less than 30?,3
31489,"What is the number of goals when the goal difference was less than 43, and the position less than 3?",4
31490,"What is the position when the points were less than 34, draws of 7, and a Club of sd eibar?",5
31491,"What is the number of goals against when the goal difference was less than 43, the Wins less than 13, and losses more than 14?",0
31492,"What is the highest Goal Difference when the goals against were less than 76, and the position larger than 5, and a Played larger than 30?",1
31493,Who is the producer for the director Richard Clark?,0
31494,What is the lowest block for director Graeme Harper?,2
31495,What is the skip when the country is finland?,0
31496,"What is the lowest ends lost when the stolen ends for is less than 13, and stolten ends against is 6?",2
31497,"What is the sum shot % when the country is finland, and an ends lost is larger than 49?",4
31498,"What is the stolen ends against for a bank ends f/a of 4/7, and a country of china?",0
31499,what is the location when the year is after 1974 and the date is september 19?,0
31500,what is the location when the year is before 1979 and the result is 19-17?,0
31501,what is the result for 1970 at yankee stadium?,0
31502,what is the year when the location is yankee stadium and the result is 23-23,5
31503,"Which Scottish Cup has a League Cup of 95, and a Europe larger than 23?",2
31504,"Which Total has a Name of eoin jess category:articles with hcards, and a Scottish Cup larger than 23?",2
31505,"Which Total has a Name of alex mcleish category:articles with hcards, and a League smaller than 494?",5
31506,Which League Cup has a Scottish Cup larger than 69?,4
31507,"Which Scottish Cup has a League smaller than 561, Years of 1989–1995 1997–2001, and Europe smaller than 11?",3
31508,"What is the highest pick of the houston oilers NFL club, which has a round greater than 10?",1
31509,What is the round of the new york jets NFL club?,0
31510,"What is the sum of the round of the new york jets NFL club, which has a pick less than 166?",4
31511,WHAT IS THE 2012 PERFORMANCE FOR THE MADRID MASTERS?,0
31512,WHAT IS THE 2011 PERFORMANCE FOR TOURNAMENTS PLAYED?,0
31513,"WHAT IS THE 2010 PERFORMANCE THAT HAD 2009 0F 0, AND FINALS TOURNAMENT?",0
31514,WHAT IS THE 2009 PERFORMANCE FOR TOURNAMENTS PLAYED?,0
31515,Who were the scorers in round 3?,0
31516,What is the H/A in the semi-final round where oldham athletic were the opponents?,0
31517,Who were the scorers in the semi-final round where oldham athletic were the opponents?,0
31518,"Where was the tournament where the score was 1–6, 6–3, 3–6?",0
31519,"Who did thomaz bellucci play against when the score was 4–6, 6–4, 6–2?",0
31520,What was the outcome of the tournament with Akiko Yonemura as a partner on a hard surface?,0
31521,"Which tournament has 1r in 2011, 1r in 2012, A in 2005, and 1r in 2010?",0
31522,What is the 2010 value with a 1r in 2012 and an A in 2005?,0
31523,What is the tournament with a 2r in 2009 and a 2r in 2010?,0
31524,What is the 2011 value of the 2012 grand slam tournaments?,0
31525,What was the record after game 45?,0
31526,What was the date of the game at the delta center when the record was 35-14?,0
31527,"Who was the opponent, during the game at the location of keyarena at seattle center?",0
31528,What is the label of release we are the rage with a cd format?,0
31529,Who was the winning team before 1956 on October 21?,0
31530,Who was the loser when the New York Giants were the winners on November 14?,0
31531,Who was the winner when the Philadelphia eagles were the losers after 1958 at Yankee Stadium?,0
31532,What location was the game with the result of 29-14?,0
31533,What is the score of the wigan athletic home team?,0
31534,What is the away team with a 2 tie no.?,0
31535,What is the away team for the home team wigan athletic?,0
31536,What is the score on 23 November 1983 with exeter city as the away team?,0
31537,Who had the high assists when the record was 33–15?,0
31538,"What date was the location attendance at&t center 18,797, and a game earlier than 57?",0
31539,What player had the high assists when the Score was l 107–112 (ot)?,0
31540,"What was the result when they played the Miami Dolphins with a crowd of 21,881?",0
31541,"Which company had a market value less than $5.59 billion, assets greater than $27.46 billion, and a rank above 39?",0
31542,How many ranks have assets of $70.74 billion and market value greater than $11.29 billion?,3
31543,"What is the sum of revenue in Hong Kong with a rank greater than 42, less than $3.46 billion in assets, and greater than $0.17 billion in profits?",4
31544,What is the sum of revenue for the banking industry with a Forbes 2000 rank under 53?,4
31545,What is the highest number of gold medals when the silver is less than 0?,1
31546,"What was the most Nepalis admitted when the number of Sri Lankans was more than 5,520, Bangladeshis was more than 2,715, and Pakistanis more than 139,574?",1
31547,"What were the fewest number of Sri Lankans admitted when more than 4,270 Bangladeshis and more than 4,986 Pakistanis were admitted?",2
31548,How many Sri Lankans were admitted in 2004 when more than 594 Nepalis were admitted?,4
31549,"How many Bangladeshis were admitted when 714 Nepalis and 13,575 Pakistanis were admitted?",5
31550,"What was the most Nepalis admitted when fewer than 1,896 Bangladeshis were admitted?",1
31551,"What is the frequency that the magazine issues that was first published on april 27, 2010?",0
31552,What was the type of the magazine that was named dengeki game appli?,0
31553,What is the name of the video game magazine that was issued bimonthly?,0
31554,"What was the parent magazine for the manga magazine, dengeki moeoh that was issued bimonthly?",0
31555,"What was the parent magazine of the magazine that was first published on december 16, 2004?",0
31556,"WHAT IS THE OVERALL AVERAGE WITH A 22 PICK, FROM RICE COLLEGE, AND ROUND BIGGER THAN 10?",5
31557,WHAT POSITION HAS A 23 PICK?,0
31558,"WHAT IS THE AVERAGE OVERALL WITH A ROUND LARGER THAN 9, AND RB POSITION?",5
31559,WHAT IS THE TOTAL NUMBER WITH A ROUND BIGGER THAN 7 AND PICK OF 21?,3
31560,WHAT POSITION IS 273?,0
31561,"What is the lowest Stls, when Rebs is greater than 8.6?",2
31562,"What is the sum of Blks, when Stls is 1, and when Rebs is greater than 8.6?",4
31563,Which opponent played in game 3 before October 18?,0
31564,Which game was after October 24 and had a record of 6-2-1?,0
31565,What was the lowest pick for the kicker after round 12?,2
31566,How many picks had less than 11 rounds and a player of Charley Casey?,4
31567,How many rounds had a position of kicker?,4
31568,Which position had a pick larger than 80 and Walt Mainer as a player?,0
31569,What is the score of the match with deportes savio as the away team?,0
31570,What is the total attendance of the match with a 1:2 score?,3
31571,What is the home team of the match on 21 September 2008 with an attendance less than 2248 and a 2:0 score?,0
31572,What is the highest attendance of the match with a 2:0 score and vida as the away team?,1
31573,What is the score of the home team olimpia?,0
31574,What is the score of the match with an attendance of 2248?,0
31575,"Which Seats up for election have an Election result larger than 8, and Staying councillors of 24?",1
31576,Which New council has an Election result larger than 24?,5
31577,"Which Staying councillors have a New council of 7, and a Previous council larger than 8?",5
31578,"What was the record when they played in the Miami Arena, before game 24?",0
31579,Who was the opponent when they played after Game 26 and their record was 23-4?,0
31580,On what date did they play in Boston Garden with a record of 22-4?,0
31581,"What was their record on Wed. Dec. 5, when they played in Boston Garden?",0
31582,What place in Lon Hinkle in?,0
31583,What country does Mark Hayes play for?,0
31584,"What is the sum of To Par, when Country is ""United States"", and when Year(s) Won is ""1973""?",4
31585,"What is Player, when Total is greater than 288, and when Country is ""South Africa""?",0
31586,"What is Year(s) Won, when To Par is greater than 13?",0
31587,What residence has representative Quincy Murphy?,0
31588,Who is the home captain when the venue is adelaide oval?,0
31589,What was the score in the September 20 game?,0
31590,Where was the September 22 game played?,0
31591,What was the score in the September 26 game?,0
31592,Who was the opposing team in the game(s) that started at 7:30pm?,0
31593,What was the score of the 7:00pm game at Scotiabank Place against the Philadelphia Flyers?,0
31594,What is the attendance of the match on October 26?,0
31595,What is the opponent number of the match with a w27-16 result?,0
31596,"What is the result of the match with an attendance of 73,855?",0
31597,What is the rank of the match on October 19?,0
31598,Who was the scorer when the opponent was aberdeen?,0
31599,"When was the scorer mccoist (3), johnston, butcher, steven?",0
31600,"What is Score, when Visitor is ""Pittsburgh"", and when Points is greater than 18?",0
31601,"What is the sum of Points, when Home is ""Pittsburgh"", when Date is ""December 21"", and when Attendance is greater than 5,307?",4
31602,"What is the lowest Points, when Home is ""Boston""?",2
31603,what is the team when the high points is by charlie villanueva (24)?,0
31604,what is the location attendance when the high assists is by ramon sessions (8) on march 30?,0
31605,Who had the high rebounds when the score was l 85–102 (ot)?,0
31606,what is the location attendance when the score is w 86–77 (ot)?,0
31607,"what is the date when ramon sessions (8) had the high assists, richard jefferson (29) had the high points and the score was w 107–78 (ot)?",0
31608,who had the high rebounds when the team was @ toronto?,0
31609,"What is the lowest pole with a Flap larger than 5, and a before race 155?",2
31610,What was Fred Couples' score?,3
31611,"When Payne Stewart of the United States scored higher than 69, what was the To Par?",0
31612,What is the 2008 population in 함흥 (Ham Hyung)?,4
31613,what is the mountain peak when the location is 53.1370°n 119.2667°w?,0
31614,what is the region when the location is 49.7462°n 117.1419°w?,0
31615,what is the rank when the mountain peak is isthmus peak?,0
31616,what is the mountain range when the region is british columbia and mountain pea is mount edziza?,0
31617,What is the Born-Died dates of Xhafer Bej Ypi?,0
31618,What is the Name of the Prime Minister with a Born-Died of 1873–1933?,0
31619,What is the Term Start date of the Progressive Party Prime Minister?,0
31620,What was the lead margin when Schweitzer had 55% and Jones had 2%?,4
31621,What is the percentage for Brown when the lead margin is 26?,0
31622,What is the percentage for Schweitzer when the lead margin is 29?,0
31623,What is the largest lead margin when Schweitzer has 55% and Jones is not an option?,1
31624,"What is Record, when Date is ""November 22""?",0
31625,"What is Date, when Attendance is greater than 20,066, and when Visitor is ""Boston Bruins""?",0
31626,What is the attendance before week 1?,3
31627,What was the date of the match with a winning score of –7 (67-72-69-69=277)?,0
31628,Who was the home team in the match with an away team of Millwall?,0
31629,What is the score for the match that had a home team of Kidderminster Harriers?,0
31630,What is the date of the match with a home team of Huddersfield Town and was a replay tie?,0
31631,Who was the home team for tie number 11?,0
31632,Who was the rider with 120.953 mph speed?,0
31633,What time did rider steve plater have?,0
31634,"What is the rank of rider gary johnson, who had a speed of 120.979 mph?",0
31635,"What club has less than 8 draws, 37 points, and less than 71 goals?",0
31636,"What is the total number of goals when there are 3 draws, more than 18 losses, and played is smaller than 38?",3
31637,What is the number of goals against when the played is more than 38?,3
31638,What is the number of draws when played is less than 38?,3
31639,What is the points when played is less than 38?,4
31640,Which Transfer window has a Name of tofas?,0
31641,"Which Type has a Transfer fee of free, and a Name of kapetanos?",0
31642,Which Type has a Name of edson ratinho?,0
31643,"Which Name has a Type of loan, and a Moving to of apollon kalamaria?",0
31644,"What is Location, when Circuit is August 16?",0
31645,"What is Location, when Fastest Lap is Ben Spies, when Pole Position is Ben Spies, when Winner is Ben Spies, and when Date is Tooele, Utah?",0
31646,"What is Fastest Lap, when Date is Leeds, Alabama, and when Circuit is April 19?",0
31647,"What is Winner, when Circuit is June 8?",0
